151.56184,0.2484494,2.86427401599295,-0.032547181992946,-0.000175058870220969
151.55821,0.74533343,2.86439511389051,-0.0325473668905137,-0.000503052388715529
151.55096,1.2421793,2.86465542607667,-0.0325521260766723,-0.000827224168568966
151.54008,1.7389585,2.86505907179694,-0.0325660507969442,-0.00116271931354998
151.52557,2.2356453,2.86556395878588,-0.0325630487858802,-0.00150162313010793
151.50745,2.732212,2.86620376766035,-0.0325635396603524,-0.00182447262420639
151.4857,3.2286336,2.86697994020255,-0.0325661952025531,-0.00214721360458961
151.46034,3.7248855,2.86788234675485,-0.0325794177548523,-0.00248804223054819
151.43135,4.2209363,2.86890917617939,-0.0325931261793916,-0.00281842079977737
151.39876,4.7167664,2.87007537738277,-0.03260780738277,-0.00314752876676544
151.36258,5.2123437,2.87134712972431,-0.0326176537243076,-0.00347686460569502
151.32278,5.707647,2.87276202880621,-0.0326333098062132,-0.00380573435868076
151.27939,6.202647,2.87431423276858,-0.0326508037685754,-0.00412016023228334
151.2324,6.6973195,2.87595161307274,-0.0326502490727381,-0.00444821276531382
151.18185,7.191639,2.87774422879365,-0.0326777037436512,-0.00476503438755876
151.12772,7.685579,2.87968243705048,-0.032705094050482,-0.00507574362822061
151.07002,8.179116,2.88169719501698,-0.0327145800169845,-0.00542253873593795
151.00876,8.672225,2.8838540203138,-0.0327300593138016,-0.00573331169270003
150.94395,9.164879,2.88613553261046,-0.0327445656104615,-0.00603668297191479
150.8756,9.657052,2.88853481520508,-0.0327728412050849,-0.00635711200727251
150.80371,10.148724,2.89105561961529,-0.0328026786152901,-0.00665818019938158
150.7283,10.639868,2.8936903593212,-0.0328289793211997,-0.00697968160244622
150.64938,11.130459,2.89645917239715,-0.0328567423971471,-0.00729756477010635
150.56697,11.620474,2.89930829026334,-0.0328727802633392,-0.00759018344134726
150.48105,12.109889,2.90230422299143,-0.0329043829914294,-0.00789037036565587
150.39166,12.59868,2.90543643450782,-0.0329442945078178,-0.00819400064510467
150.2988,13.086824,2.90862967353699,-0.0329609135369868,-0.00849689231045225
150.20248,13.574298,2.91195834701704,-0.0329841320170407,-0.00878774618951306
150.10272,14.06108,2.9154144878148,-0.0330178278147965,-0.00907790201884917
149.99954,14.547146,2.91896141859624,-0.0330502985962438,-0.00937959899701579
149.89293,15.0324745,2.92261904022797,-0.0330921302279678,-0.00965008041695314
149.78293,15.517042,2.92638781348707,-0.0331208094870727,-0.00994182702973179
149.66954,16.00083,2.93026944644104,-0.033167626441037,-0.010229763928527
149.55276,16.483812,2.93424798101153,-0.0331863610115267,-0.0105028388442403
149.43263,16.965971,2.93831520879124,-0.033215608791241,-0.0107856514595436
149.30916,17.447285,2.94250630279222,-0.0332602627922241,-0.0110376332146357
